"kodeunit","kode","nmMenu","kdgrup","nmgrup","urut","norek","uraian","tampil",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","00047","-","PEMEL.MESIN/PERALATAN PENGEPAKAN","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","00048","604020701","- Pemeliharaan Peti Miring + Feeding Conveyor","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","00049","604020702","- Pemeliharaan Tea Bulker + Feeding Conveyor","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","00050","604020703","- Pemeliharaan Tea Packer","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","00051","604020704","- Pemeliharaan Vibrator","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","00052","604020709","- Pemeliharaan Lain Lain","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","00053","-","PEMELIHARAAN MESIN PABRIK KINA","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","00054","-","PEMEL.MESIN/PERALATAN PENGOLAHAN KINA","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","00055","604020801","- Pemeliharaan Mesin Pengering","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","00056","604020802","- Pemeliharaan Mesin Penggiling","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","00057","604020803","- Pemeliharaan Water Wide","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","00058","604020809","- Pemeliharaan Lain Lain","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","00059","-","PEMELIHARAAN MESIN PABRIK KARET RSS","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","00060","-","PEMEL.MESIN/PERALATAN PENGOLAHAN BASAH RSS","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","00061","604020901","- Pemeliharaan Bak Koagulasi","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","00062","604020902","- Pemeliharaan Sheeter","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","00063","604020903","- Pemeliharaan Lori","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","00064","604020904","- Pemeliharaan Monorail","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","00065","604020909","- Pemeliharaan Lain Lain","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","00066","-","PEMEL.MESIN/PERALATAN PENGOLAHAN KERING RSS","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","00067","604021001","- Pemeliharaan Hydroulic/Baling Press","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","00068","604021009","- Pemeliharaan Lain Lain","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","00069","-","PEMELIHARAAN MESIN PABRIK KARET TPC","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","00070","-","PEMEL.MESIN/PERALATAN PENGOLAHAN BASAH TPC","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","00071","604021101","- Pemeliharaan Bak Koagulasi","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","00072","604021102","- Pemeliharaan Crepper","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","00073","604021109","- Pemeliharaan Lain Lain","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","00074","-","PEMEL.MESIN/PERALATAN PENGOLAHAN KERING TPC","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","00075","604021201","- Pemeliharaan Hydroulic/Baling Press","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","00076","604021209","- Pemeliharaan Lain Lain","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","00077","-","PEMEL. MESIN PABRIK KARET LATEK PEKAT","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","00078","-","Pemel.Mesin/Peralatan Pengolahan Latek Pekat","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","00079","604021301","- Pemeliharaan Tangki Penerimaan Lateks","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","00080","604021302","- Pemeliharaan Mesin Centrifugal","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","00081","604021302","- Pemeliharaan Storage Tank","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","00082","604021309","- Pemeliharaan Lain Lain","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","00083","-","PEMEL. MESIN PABRIK KARET CR/HIGH GRADE/LOW GRADE","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","00084","-","PEMEL.MESIN/PERALATAN PENGOLAHAN BASAH CR/HG/LG","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","00085","604021401","- Pemeliharaan Prebreaker","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","00086","604021402","- Pemeliharaan Creper","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","00087","604021403","- Pemeliharaan Shredder/Hammer Mill","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","00088","604021404","- Pemeliharaan Vaccum Pump","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","00089","604021409","- Pemeliharaan Lain Lain","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","00090","-","PEMEL.MESIN/PERALATAN PENGOLAHAN KERING CR/HG/LG","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","00091","604021501","- Pemeliharaan Dryer","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","00092","604021502","- Pemeliharaan Hydraulic/Baling Press","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","00093","604021509","- Pemeliharaan Lain Lain","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","00094","-","PEMEL. MESIN PABRIK KELAPA SAWIT (PKS)","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","00095","-","Pemel.Mesin/Peralatan Stasiun Loading Ramp","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","00096","604021601","- Pemeliharaan Loading Ramp","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","00097","604021602","- Pemeliharaan Jalur Rel","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","00098","604021603","- Pemeliharaan Lori","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","00099","604021604","- Pemeliharaan Transfer Carriage","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60403","PEMELIHARAAN PERABOTAN PERALATAN KANTOR","00001","604030100","Gaji","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60403","PEMELIHARAAN PERABOTAN PERALATAN KANTOR","00002","604030200","Upah","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60403","PEMELIHARAAN PERABOTAN PERALATAN KANTOR","00003","604030300","Pemeliharaan Perabotan Kantor","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60403","PEMELIHARAAN PERABOTAN PERALATAN KANTOR","00004","604030400","Pemeliharaan Peralatan Kantor","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60403","PEMELIHARAAN PERABOTAN PERALATAN KANTOR","00005","604030900","Pemeliharaan Lain Lain","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60419","BIAYA PEGAWAI","00001","60419","Biaya Lain-lain Pegawai","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL. BANGUNAN RUMAH","00001","410010000","- PEMELIHARAAN RUMAH STAF","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL. BANGUNAN PERUSAHAAN","00001","411010000","- PEMELIHARAAN GEDUNG KANTOR","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA MESIN & INSTALASI","00001","412000000","- PEMELIHARAAN MESIN DAN INSTALASI","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL.JALAN,JEMBT. & SAL.AIR","00001","413010000","- PEMELIHARAAN JALAN","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL.ALAT PERTANIAN","00001","414010000","- PERLENGKAPAN PERTANIAN","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA LISTRIK","00001","424010000","- UPAH","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA AIR","00001","425010000","- UPAH","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL. BANGUNAN RUMAH","00002","410010100","- UPAH/JASA","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL. BANGUNAN PERUSAHAAN","00002","411010100","- UPAH/JASA","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA MESIN & INSTALASI","00002","412010100","- UPAH","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL.JALAN,JEMBT. & SAL.AIR","00002","413010100","- UPAH","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL.ALAT PERTANIAN","00002","414010100","- UPAH","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA LISTRIK","00002","424020000","- BAHAN BAKAR","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA AIR","00002","425020000","- BAHAN BAKAR","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL. BANGUNAN RUMAH","00003","410010200","- BARANG BAHAN","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL. BANGUNAN PERUSAHAAN","00003","411010200","- BARANG BAHAN","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA MESIN & INSTALASI","00003","412010200","- BARANG BAHAN","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL.JALAN,JEMBT. & SAL.AIR","00003","413010200","- BARANG BAHAN","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL.ALAT PERTANIAN","00003","414010200","- BARANG BAHAN","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA LISTRIK","00003","424030000","- PELUMAS","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA AIR","00003","425030000","- MINYAK PELUMAS","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL. BANGUNAN RUMAH","00004","410020000","- PEMELIHARAAN RUMAH KARYAWAN","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL. BANGUNAN PERUSAHAAN","00004","411020000","- PEMELIHARAAN GUDANG","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA MESIN & INSTALASI","00004","412020100","- BIAYA PLN","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL.JALAN,JEMBT. & SAL.AIR","00004","413020000","- PEMELIHARAAN JEMBATAN","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL.ALAT PERTANIAN","00004","414020000","- PERABOT KANTOR","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA LISTRIK","00004","424040000","- BOLA LAMPU","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA AIR","00004","425040000","- REKENING AIR/KWH","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL. BANGUNAN RUMAH","00005","410020100","- UPAH/JASA","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL. BANGUNAN PERUSAHAAN","00005","411020100","- UPAH/JASA","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA MESIN & INSTALASI","00005","412020200","- BIAYA PLTD","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL.JALAN,JEMBT. & SAL.AIR","00005","413020100","- UPAH","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL.ALAT PERTANIAN","00005","414020100","- UPAH","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA LISTRIK","00005","424050000","- REKENING LISTRIK PLTD","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA AIR","00005","425050000","- INSTALASI","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL. BANGUNAN RUMAH","00006","410020200","- BARANG BAHAN","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL. BANGUNAN PERUSAHAAN","00006","411020200","- BARANG BAHAN","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA MESIN & INSTALASI","00006","412020300","- BIAYA PLTA","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL.JALAN,JEMBT. & SAL.AIR","00006","413020200","- BARANG BAHAN","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL.ALAT PERTANIAN","00006","414020200","- BARANG BAHAN","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA LISTRIK","00006","424050100","- PLTD U/ PERUMAHAN","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA AIR","00006","425060000","- TANGKI/BAK AIR","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL. BANGUNAN RUMAH","00007","410030000","- PEMELIHARAAN PESANGRAHAN","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL. BANGUNAN PERUSAHAAN","00007","411030000","- PEMELIHARAAN BENGKEL","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL.JALAN,JEMBT. & SAL.AIR","00007","413030000","- PEMELIHARAAN SALURAN AIR","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL.ALAT PERTANIAN","00007","414030000","- PERABOT RUMAH","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA LISTRIK","00007","424050200","- PLTD U/ PENERANGAN BANG.PERUSAHAAN","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA AIR","00007","425070100","- BIAYA PLN","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL. BANGUNAN RUMAH","00008","410030100","- UPAH/JASA","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL. BANGUNAN PERUSAHAAN","00008","411030100","- UPAH/JASA","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL.JALAN,JEMBT. & SAL.AIR","00008","413030100","- UPAH","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL.ALAT PERTANIAN","00008","414030100","- UPAH","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA LISTRIK","00008","424060000","- GAS","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA AIR","00008","425070200","- BIAYA PLTD","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL. BANGUNAN RUMAH","00009","410030200","- BARANG BAHAN","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL. BANGUNAN PERUSAHAAN","00009","411030200","- BARANG BAHAN","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL.JALAN,JEMBT. & SAL.AIR","00009","413030200","- BARANG BAHAN","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL.ALAT PERTANIAN","00009","414030200","- BARANG BAHAN","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA LISTRIK","00009","424070000","- REKENING LISTRI PLTA","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA AIR","00009","425070300","- BIAYA PLTA","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL. BANGUNAN RUMAH","00010","410040000","- PEMELIHARAAN HALAMAN RUMAH","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL. BANGUNAN PERUSAHAAN","00010","411040000","- PEMELIHARAAN GARASI","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL.JALAN,JEMBT. & SAL.AIR","00010","413040000","- ALOKASI EAP/KWH","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL.ALAT PERTANIAN","00010","414040000","- PERABOT RUMAH SAKIT","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA LISTRIK","00010","424070100","- PLTA U/ PERUMAHAN","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL. BANGUNAN RUMAH","00011","410040100","- UPAH/JASA","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL. BANGUNAN PERUSAHAAN","00011","411040100","- UPAH/JASA","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL.ALAT PERTANIAN","00011","414040100","- UPAH","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA LISTRIK","00011","424070200","- PLTA U/ PENERANGAN BANG.PERUSAHAAN","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL. BANGUNAN RUMAH","00012","410040200","- BARANG BAHAN","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL. BANGUNAN PERUSAHAAN","00012","411040200","- BARANG BAHAN","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL.ALAT PERTANIAN","00012","414040200","- BARANG BAHAN","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA LISTRIK","00012","424080000","- REKENING LISTRIK PLN","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL. BANGUNAN RUMAH","00013","410050000","- ALOKASI EAP/KWH","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL. BANGUNAN PERUSAHAAN","00013","411050000","- PEMELIHARAAN BANGUNAN INSTALASI","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL.ALAT PERTANIAN","00013","414050000","- ALAT KANTOR PABRIK","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA LISTRIK","00013","424080100","- PLN U/ PERUMAHAN TARIF R-1","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL. BANGUNAN PERUSAHAAN","00014","411060000","- PEMELIHARAAN RUMAH SAKIT/KLINIK","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL.ALAT PERTANIAN","00014","414050100","- UPAH","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA LISTRIK","00014","424080200","- PLN U/ PERUMAHAN TARIF INDUSTRI","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL. BANGUNAN PERUSAHAAN","00015","411070000","- PEMELIHARAAN BANGUNAN SOSIAL","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL.ALAT PERTANIAN","00015","414050200","- BARANG BAHAN","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA LISTRIK","00015","424080300","- PLN U/ PENERANGAN BANG.PERUSAHAAN","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL. BANGUNAN PERUSAHAAN","00016","411070100","- UPAH/JASA","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL.ALAT PERTANIAN","00016","414060000","- ALAT BENGKEL","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA LISTRIK","00016","424090000","- INSTALASI LISTRIK","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL. BANGUNAN PERUSAHAAN","00017","411070200","- BARANG BAHAN","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL.ALAT PERTANIAN","00017","414060100","- UPAH","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA LISTRIK","00017","424100000","- SUBSIDI UNTUK PENERANGAN RUMAH KARYAWAN","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL. BANGUNAN PERUSAHAAN","00018","411080000","- PEMELIHARAAN HALAMAN","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL.ALAT PERTANIAN","00018","414060200","- BARANG BAHAN","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL. BANGUNAN PERUSAHAAN","00019","411080100","- UPAH/JASA","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL.ALAT PERTANIAN","00019","414070000","- ALAT LABORATORIUM","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL. BANGUNAN PERUSAHAAN","00020","411080200","- BARANG BAHAN","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL.ALAT PERTANIAN","00020","414070100","- UPAH","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL. BANGUNAN PERUSAHAAN","00021","411090000","- ALOKASI EAP/KWH","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL.ALAT PERTANIAN","00021","414070200","- BARANG BAHAN","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL.ALAT PERTANIAN","00022","414080000","- MESS","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL.ALAT PERTANIAN","00023","414080100","- UPAH","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL.ALAT PERTANIAN","00024","414080200","- BARANG BAHAN","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL.ALAT PERTANIAN","00025","414090000","- ALAT KOMUNIKASI","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL.ALAT PERTANIAN","00026","414090100","- UPAH","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL.ALAT PERTANIAN","00027","414090200","- BARANG BAHAN","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL.ALAT PERTANIAN","00028","414100000","- PERLENGKAPAN PENGUKURAN TANAH","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL.ALAT PERTANIAN","00029","414100100","- UPAH","YA",
"14","733","BIAYA UMUM TEKNIK","","BIAYA PEMEL.ALAT PERTANIAN","00030","414100200","- BARANG BAHAN","YA",
"14","737","Biaya Bangunan Dalam Penyelesaian","05101","BANGUNAN RUMAH","00001","05101","BANGUNAN RUMAH","YA",
"14","737","Biaya Bangunan Dalam Penyelesaian","05102","BANGUNAN PERUSAHAAN","00001","05102","BANGUNAN PERUSAHAAN","YA",
"14","737","Biaya Bangunan Dalam Penyelesaian","05103","MESIN - INVENTARIS KECIL","00001","05103","MESIN DAN INSTALASI","YA",
"14","737","Biaya Bangunan Dalam Penyelesaian","05107","AKTIVA LAINNYA","00001","05107","AKTIVA LAINNYA","YA",
"14","738","Pengeluaran Modal Non Tanaman","043","PENGELUARAN MODAL U/BANGUNAN RUMAH","00001","043","BANGUNAN RUMAH","YA",
"14","738","Pengeluaran Modal Non Tanaman","044","PENGELUARAN MODAL U/BANGUNAN PERUSAHAAN","00001","044","BANGUNAN PERUSAHAAN","YA",
"14","738","Pengeluaran Modal Non Tanaman","045","PENGELUARAN MODAL U/MESIN PABRIK","00001","045","MESIN PABRIK","YA",
"14","738","Pengeluaran Modal Non Tanaman","046","PENGELUARAN MODAL U/JALAN, JEMBATAN DAN SALURAN AIR","00001","046","JALAN, JEMBATAN DAN SALURAN AIR","YA",
"14","738","Pengeluaran Modal Non Tanaman","047","PENGELUARAN MODAL U/ALAT PENGANGKUTAN","00001","047","ALAT PENGANGKUTAN","YA",
"14","738","Pengeluaran Modal Non Tanaman","048","PENGELUARAN MODAL U/INPENTARIS KECIL DAN PERL.KANTOR","00001","048","INPENTARIS KECIL DAN PERL.KANTOR","YA",
"14","738","Pengeluaran Modal Non Tanaman","049","PENGELUARAN MODAL U/AKTIVA IMATERIAL","00001","049","AKTIVA IMATERIAL","YA",
"14","739","Biaya Kesehatan","40301","BIAYA KESEHATAN KARY. PIMPINAN","00001","403010100","Biaya Obat Medis ex tagihan Apotek","YA",
"14","739","Biaya Kesehatan","40301","BIAYA KESEHATAN KARY. PIMPINAN","00002","403010101","Biaya Obat Medis ex tagihan Apotek","YA",
"14","739","Biaya Kesehatan","40301","BIAYA KESEHATAN KARY. PIMPINAN","00003","403010102","Biaya Obat Medis ex tagihan Apotek","YA",
"14","739","Biaya Kesehatan","40301","BIAYA KESEHATAN KARY. PIMPINAN","00004","403010200","Biaya Pengobatan di RS Sendiri","YA",
"14","739","Biaya Kesehatan","40301","BIAYA KESEHATAN KARY. PIMPINAN","00005","403010300","Biaya Pengobatan di RS Extern","YA",
"14","739","Biaya Kesehatan","40301","BIAYA KESEHATAN KARY. PIMPINAN","00006","403010400","Biaya Obat Mefis di RS Extern","YA",
"14","739","Biaya Kesehatan","40301","BIAYA KESEHATAN KARY. PIMPINAN","00007","403010501","Biaya pengobatan di Dokter Dr. Umum","YA",
"14","739","Biaya Kesehatan","40301","BIAYA KESEHATAN KARY. PIMPINAN","00008","403010502","Biaya pengobatan di Dokter Dr. Gigi","YA",
"14","739","Biaya Kesehatan","40301","BIAYA KESEHATAN KARY. PIMPINAN","00009","403010503","Biaya pengobatan di Dokter Dr. Spesialis Anak","YA",
"14","739","Biaya Kesehatan","40301","BIAYA KESEHATAN KARY. PIMPINAN","00010","403010504","Biaya pengobatan di Dokter Dr. Spesialis Dalam","YA",
"14","739","Biaya Kesehatan","40301","BIAYA KESEHATAN KARY. PIMPINAN","00011","403010505","Biaya pengobatan di Dokter Dr. Spesialis Jantung","YA",
"14","739","Biaya Kesehatan","40301","BIAYA KESEHATAN KARY. PIMPINAN","00012","403010506","Biaya pengobatan di Dokter Dr. Spesialis Syaraf","YA",
"14","739","Biaya Kesehatan","40301","BIAYA KESEHATAN KARY. PIMPINAN","00013","403010507","Biaya pengobatan di Dokter Dr. Spesialis Rhematik","YA",
