"norek","KodeBarang","NamaBarang","KodeSatuan","NamaSatuan","InitSatuan","JenisBarang",
"300050000","00504101","SEMPROTAN SANCIN","","","","",
"300050000","00504102","VAN BELT MESIN SUGU","","","","",
"300050000","00504103","VERLOP SOK","","","","",
"300050000","00504104","VERLUP SOK 2 - 2 1/2","","","","",
"300050000","00504105","VERLUPSOK BESI 3X2","","","","",
"300050000","00504106","VERLUPSOK PVC 2X1","","","","",
"300050000","00504107","WIRE","","","","",
"300050000","00504108","WIRE BAND 40 MM","","","","",
"300050000","00504109","WIRE BAND 78 MM","","","","",
"300050000","00504110","WIRE BAND 78 MM/MUR BAUD","","","","",
"300050000","00504111","WIRE BAND KEY 101","","","","",
"300050000","00501184","KAYU KAMPER 8/15 X 400 CM","","","","",
"300050000","00501185","ASBES GENTENG 80X115CM","","","","",
"300050000","00501186","CAT PALCON PUTIH","","","","",
"300050000","00501187","FANTILATOR 50x50","","","","",
"300050000","00501188","KACA 5MM U.32X60CM","","","","",
"300050000","00501189","KAYU JEUNGJING 10X10X250","","","","",
"300050000","00501190","KAYU KAMPER 3X30X300 CM","","","","",
"300050000","00501191","KRAN SHOWER STOP KRAN","","","","",
"300050000","00501192","LIST BORNEO","","","","",
"300050000","00501193","ASBES GELOMBANG 105X180CM","","","","",
"300050000","00501194","CAT ALKARIM","","","","",
"300050000","00501195","KAYU JEUNGJING 10X10X2","","","","",
"300050000","00501196","KAYU KAMPER 10X12X300 CM","","","","",
"300050000","00501197","PAPAN COR 2/20 X 400 CM","","","","",
"300050000","00501198","PLAT BARBERTRYS","","","","",
"300050000","00501199","THINER IMPRA","","","","",
"300050000","00501200","BILIK CARANG","","","","",
"300050000","00501201","CAT MERAH BATA","","","","",
"300050000","00501202","CAT MOWILEK","","","","",
"300050000","00501203","KACA BENING 63X68 3MM","","","","",
"300050000","00501205","KAYU KERAS 10X10X300","","","","",
"300050000","00501207","BATU SCREEN","","","","",
"300050000","00501208","CAT AGE ROCKY ROAD","","","","",
"300050000","00501209","CAT METROLIT H","","","","",
"300050000","00501210","KACA BENING 63X58 3MM","","","","",
"300050000","00501211","KAYU KAMPER 8X10X400 CM","","","","",
"300050000","00501212","KAYU KERAS 6X10X300","","","","",
"300050000","00501213","KUNCI SLOT AGE","","","","",
"300050000","00501214","BESI C 12","","","","",
"300050000","00501215","CAT AVIAN TATCH BROM 302","","","","",
"300050000","00501216","CAT MOWILEX","","","","",
"300050000","00501217","KAYU AMPRAH UK 4X20X200","","","","",
"300050000","00501218","KAYU KERAS 3X20X300","","","","",
"300050000","00501219","PARALON WAPIN 2.5X4","","","","",
"300050000","00501220","PIPA HITAM 3/4","","","","",
"300050000","00501221","BATA PRES (SEMEN+PASIR)","","","","",
"300050000","00501222","BESI C 125X50X20 MM","","","","",
"300050000","00501223","KAYU KERAS 2X5X300","","","","",
"300050000","00501224","PARALON UK.10""","","","","",
"300050000","00501225","PIPA HITAM 1,5""X6","","","","",
"300050000","00501226","BESI BETON 3/8","","","","",
"300050000","00501227","KAYU KERAS 5X5X300","","","","",
"300050000","00501228","KAYU PAPAN UK.3/20X3 M","","","","",
"300050000","00501229","KRAN ANGSA 3/4","","","","",
"300050000","00501230","LITERAN KECIL","","","","",
"300050000","00501231","SCOT LIGTH BIASA","","","","",
"300050000","00501232","BESI PIPA 6 X 40CM","","","","",
"300050000","00501233","BONET MERAH","","","","",
"300050000","00501234","CAT VINILEX WISDOM BLUE 952","","","","",
"300050000","00501235","HAKSENG 30 CM","","","","",
"300050000","00501236","KAYU APRIKA 6 X 12 X 300 CM","","","","",
"300050000","00501237","KAYU KERAS 10X10X215","","","","",
"300050000","00501238","LITERAN BESAR","","","","",
"300050000","00501239","BESI BEGEL 18 MM","","","","",
"300050000","00501240","KAYU APRIKA 5 X 10 X 250 CM","","","","",
"300050000","00501242","KAYU KERAS 6X10X160","","","","",
"300050000","00501243","KLEP UJUNG","","","","",
"300050000","00501244","LEM BONET","","","","",
"300050000","00501245","PLOSOK BESI 3""","","","","",
"300050000","00501246","BESI DIAMETER  6","","","","",
"300050000","00501247","BILIK HINIS 2 X 3 MTR","","","","",
"300050000","00501248","KAYU KERAS 10X10X130","","","","",
"300050000","00501249","KOLEKTOR MESIN RESIBON","","","","",
"300050000","00501250","PLOSOK DRAT 2""","","","","",
"300050000","00501251","BESI BETON 5/16","","","","",
"300050000","00501252","BESI FIRKAN 10 X 10 MM","","","","",
"300050000","00501253","BESI SIKU 4X4X0.4","","","","",
"300050000","00501254","KAYU APRIKA 3 X 20 X 250 CM","","","","",
"300050000","00501255","KAYU KERAS 6X10X96","","","","",
"300050000","00501256","RADAR/OTOMATIS TORN","","","","",
"300050000","00501257","BESI BETON 6 KS","","","","",
"300050000","00501258","CASTABLE","","","","",
"300050000","00501259","KAYU APRIKA 3 X 4 X 250 CM","","","","",
"300050000","00501260","KAYU KERAS 10X10X97","","","","",
"300050000","00501261","KWAS ROLL MERK ACE","","","","",
"300050000","00501263","BESI BULAT","","","","",
"300050000","00501264","CAT VINILEX 300","","","","",
"300050000","00501265","KAYU KERAS 6X10X35","","","","",
"300050000","00501266","KAYU KIHIANG 8 X 15 X 250 CM","","","","",
"300050000","00501267","KAYU UK.3X20X250","","","","",
"300050000","00501268","BESI SEGI EMPAT","","","","",
"300050000","00501269","KAYU ALBASIA 6 X 12 X 250 CM","","","","",
"300050000","00501270","KAYU KERAS 5X5X220","","","","",
"300050000","00501271","KUNCI PINTU BELLUCI","","","","",
"300050000","00501272","BATA MERAH","","","","",
"300050000","00501273","BATU SPLIT","","","","",
"300050000","00501274","BESI COR","","","","",
"300050000","00501275","KAYU ALBA","","","","",
"300050000","00501277","KAYU KERAS 2Z3X220","","","","",
"300050000","00501278","KAYU KERAS 4X28X220","","","","",
"300050000","00501280","PAKU USUK","","","","",
"300050000","00501281","PAPAN ALBASIA 3 X 20 X 250 CM3","","","","",
"300050000","00501282","BESI STRIP 3X3X3","","","","",
"300050000","00501283","KACA BENING 3MMX73X90CM","","","","",
"300050000","00501284","KAYU KERAS 3X10X215","","","","",
"300050000","00501285","PAPAN ALBAZIA","","","","",
"300050000","00501286","BESI U 6 CM","","","","",
"300050000","00501287","KAYU KERAS 3X30X200","","","","",
"300050000","00501288","PAPAN NAMA","","","","",
"300050000","00501289","PISAU REMORA","","","","",
"300050000","00501290","BESI U 4,5X8X4,5CM","","","","",
"300050000","00501291","KAWAT BRC WELL MESH","","","","",
"300050000","00501292","KAYU KERAS 3X18X220","","","","",
"300050000","00501293","KERAMIK 20 X 10 MASTERINA","","","","",
"300050000","00501294","MIKA SORN TRUCK","","","","",
"300050000","00501295","BESI BETON 10 MM","","","","",
"300050000","00501296","CEMPED BORNEO","","","","",
"300050000","00501297","CORONG GELAS","","","","",
"300050000","00501298","KAYU KERAS 3X10X100","","","","",
"300050000","00501299","KERAMIK 30 X 30 MASTERINA","","","","",
"300050000","00501300","SENG GALVANIS 1 MM 4 X 8","","","","",
"300050000","00501301","VANT BELT A40","","","","",
"300050000","00501302","BESI TEMPA","","","","",
"300050000","00501303","FLOW METER","","","","",
"300050000","00501304","KAYU BAHAN KELAS III UK 8/12 X 4 M","","","","",
"300050000","00501305","KAYU JEUNGJING 3,5X10X2,5 M","","","","",
"300050000","00501306","KAYU KERAS 6X10X113","","","","",
"300050000","00501307","KAYU UK.3/20X2.5 M","","","","",
"300050000","00501308","KNIE PVC 1/2"" RUCIKA","","","","",
"300050000","00501309","KAYU BAHAN KELAS III UK 6/12 X 4 M","","","","",
"300050000","00501310","KAYU JEUNGJING 3,5X7X2,5 M","","","","",
"300050000","00501311","KAYU KERAS 3X30X90","","","","",
"300050000","00501312","KAYU UK.5/10X2 M","","","","",
"300050000","00501313","V SOCK PVC 3"" X 2½""","","","","",
"300050000","00501314","GRC UK.120 X 240 CM","","","","",
"300050000","00501315","KAYU BAHAN KELAS III UK 6/6 X 4 M","","","","",
"300050000","00501316","KAYU KERAS 3X30X100","","","","",
"300050000","00501317","KAYU UK.5/10X2.5M","","","","",
"300050000","00501318","SLOT JENDELA 3","","","","",
"300050000","00501319","ANGKER MESIN PROFIL","","","","",
"300050000","00501320","KASO JENGJENG 6X6X2 M","","","","",
"300050000","00501321","KAYU BAHAN KELAS III UK 3/20 X 4 M","","","","",
"300050000","00501322","KAYU UK.5/10X3 M","","","","",
"300050000","00501323","KAYU EUCALIPTUS 6X10X500","","","","",
"300050000","00501324","KAYU JEUNGJING 8X12X3 M","","","","",
"300050000","00501325","KAYU UK.6/6X2 M","","","","",
"300050000","00501326","MONO SOCK","","","","",
"300050000","00501327","CAT GLOTEX 445 BIRU LANGIT","","","","",
"300050000","00501328","CAT MOWILEX BLUE CNY","","","","",
"300050000","00501329","KAYU EUCALIPTUS 5X5X300","","","","",
"300050000","00501330","KAYU JEUNGJING 6X12X3 M","","","","",
"300050000","00501331","KAYU UK.6/6X2.5 M","","","","",
"300050000","00501332","KERAMIK 20 X 20 MASTERINA","","","","",
"300050000","00501334","KAYU UK,6/6X1.5 M","","","","",
"300050000","00501335","SEMEN GYPSUN","","","","",
"300050000","00501336","CORONG BAK CUCI","","","","",
"300050000","00501337","FACIAL","","","","",
"300050000","00501338","KAYU EUCALIPTUS 10X10X400","","","","",
"300050000","00501339","KAYU UK.8/12X2.5 M","","","","",
"300050000","00501340","PLAMPUNG MONOBLOK","","","","",
"300050000","00501341","SEMEN","","","","",
"300050000","00501342","BATU TEMPLEK","","","","",
"300050000","00501344","CORONG 9","","","","",
"300050000","00501345","KAYU EUCALIPTUS 10X10X450","","","","",
"300050000","00501346","KAYU UK.7/12X3 M","","","","",
"300050000","00501347","PAPAN JEUNGJING 3X20X2.5 M","","","","",
"300050000","00501349","KAYU EUCALIPTUS 10X10X350","","","","",
"300050000","00501350","KAYU JEUNGJING 3,5X7X1,5 M","","","","",
"300050000","00501351","KAYU UK.10/10X2.5 M","","","","",
"300050000","00501352","KULAKAN 10LTR","","","","",
"300050000","00501353","PLAT GALVANIS 0,8 MM","","","","",
"300050000","00501354","KAYU EUCALIPTUS 6X10X200","","","","",
"300050000","00501355","KULAKAN 5 LTR","","","","",
"300050000","00501356","OB POWER 88","","","","",
"300050000","00501357","PIPA HITAM UK.1 3/4","","","","",
"300050000","00503689","HAND SOAP 200 ML","","","","",
"300050000","00503690","HAND SOAP 400 ML","","","","",
"300050000","00503692","PEMBERSIH KACA/SPRAYER","","","","",
"300050000","00503693","PEMBERSIH KOLAM RENANG/LANTAI KENZA","","","","",
"300050000","00503694","PEMBERSIH KACA PAKAI GAGANG","","","","",
"300050000","00503695","PEMBERSIH KRAMIK","","","","",
"300050000","00503696","TISTEC","","","","",
"300050000","00503697","VINIL LANTAI 30/30 CM","","","","",
"300050000","00503698","HAND SOAP 650 ML","","","","",
"300050000","00503699","STEL WELMES","","","","",
"300050000","00503700","KAWAT TEMBAGA 25MM","","","","",
"300050000","00503701","TIANG KOMANDO","","","","",
"300050000","00503702","PIPA KAPILANI","","","","",
"300050000","00503703","KENI","","","","",
"300050000","00503704","KENI 3/4""","","","","",
"300050000","00503705","KENI 1 1/2""","","","","",
"300050000","00503706","KENI 2""","","","","",
"300050000","00503707","KENI 2 1/2 ""","","","","",
"300050000","00503708","KENI 3""","","","","",
"300050000","00503709","KENI 3 1/2 ""","","","","",
"300050000","00503710","LEM PVC ISARPLASH","","","","",
"300050000","00503711","LEM PVC TANGIT","","","","",
"300050000","00503712","LETER T 1/2""","","","","",
"300050000","00503713","LETER T 1""","","","","",
"300050000","00503714","PIPA 1/2","","","","",
"300050000","00503715","LETER T 1 1/2""","","","","",
"300050000","00503716","LETER T 2","","","","",
"300050000","00503717","SOK DRAP DALAM","","","","",
"300050000","00503718","STOP KRAN 1/2"" (BESI)","","","","",
"300050000","00503719","STOP KRAN 1.1/2","","","","",
"300050000","00503720","STOP KRAN 1""","","","","",
"300050000","00503721","PIPA PVC 1.1/4""","","","","",
"300050000","00503722","KENI PVC 1"" RUCIKA","","","","",
"300050000","00503723","KENI PVC 1/2"" RUCIKA","","","","",
"300050000","00503724","PIPA PVC 1/2"" WAVIN AW","","","","",
"300050000","00503725","KRAN AIR 1/2""","","","","",
"300050000","00503726","KRAN AIR 3/4'","","","","",
"300050000","00503727","PIPA PYNION","","","","",
"300050000","00503728","KENI 4"" RUCIKA","","","","",
"300050000","00503730","DOP AS RODA","","","","",
"300050000","00503731","KENI 1"" RUCIKA","","","","",
"300050000","00503732","LETER T 1/2"" RUCIKA","","","","",
"300050000","00503733","STOP KRAN 1/2"" PVC","","","","",
"300050000","00503734","PIPA PVC WAVIN 4""","","","","",
"300050000","00503735","KENI PVC RUCIKA 2 1/2""","","","","",
"300050000","00503736","V SOCK 1 1/2"" X 1/2"" BESI","","","","",
"300050000","00503737","PIPA PVC WAVIN 1.5""","","","","",
"300050000","00503738","PIPA PVC WAVIN 2 1/2""","","","","",
"300050000","00503739","SOCK 516","","","","",
"300050000","00503740","V SOCK 1.5X0.5","","","","",
"300050000","00503741","WATER MOOR ½"" BESI","","","","",
"300050000","00503742","T STEK 1 1/2","","","","",
"300050000","00503743","NEVEL BESI 3/4""","","","","",
"300050000","00503744","SOCK BESI 1/2","","","","",
"300050000","00503745","KENI PVC 2"" RUCIKA","","","","",
"300050000","00503746","LETER T PVC 2"" RUCIKA","","","","",
"300050000","00503747","V. SOCK 3/3 X 1/2","","","","",
"300050000","00503748","KRAN AIR 1/2"" (BEBEK)","","","","",
"300050000","00503749","KENI PVC 3/4"" RUCIKA","","","","",
"300050000","00503750","KRAN ANGSA","","","","",
"300050000","00503752","KENI PVC 5"" RUCIKA","","","","",
"300050000","00503753","DOP STANG SPION","","","","",
"300050000","00503754","BESI PENYIKU","","","","",
"300050000","00503755","PIPA PVC 3/4""","","","","",
"300050000","00503756","KENI PVC 3"" RUCIKA","","","","",
"300050000","00503757","PIPA PVC 10""","","","","",
"300050000","00503758","SOCK DRAT LUAR  3/4""","","","","",
"300050000","00503759","LETER T PVC 5""","","","","",
"300050000","00503760","PIPA BESI 1,25 MEDIUM","","","","",
"300050000","00503761","SOCK BESI 1.5""","","","","",
"300050000","00503762","STOP KRAN PVC 0.5""","","","","",
"300050000","00503763","KRAN AIR 1/2"" RRT","","","","",
"300050000","00503764","BAMBU","","","","",
"300050000","00503765","SOCK DRAT DALAM 1/2""","","","","",
"300050000","00503766","KRAN AIR 1/2"" JAPAN","","","","",
"300050000","00503767","KRAN AIR PUTAR 1/2"" JAPAN","","","","",
"300050000","00503769","SOCK DRAT LUAR 2","","","","",
"300050000","00503770","V SOCK PVC 1 1/2"" X 1/2""","","","","",
"300050000","00503771","WATER HEATER ARISTON 50LTR","","","","",
"300050000","00503772","KENI BESI 1""","","","","",
"300050000","00503773","WATER MUR GALVANIS","","","","",
"300050000","00503774","DOUBLE PUSH BUTTON","","","","",
"300050000","00503775","SOCK DRAT LUAR 1,5""","","","","",
"300050000","00503776","LETER T 3"" X 2"" RUCIKA","","","","",
"300050000","00503777","LETER T 1"" X 1/2"" RUCIKA","","","","",
"300050000","00503778","PIPA BESI 153-133 MM","","","","",
"300050000","00503779","LETER T BESI 1"" X 1/2""","","","","",
"300050000","00503780","SOCK BESI RUPA-RUPA","","","","",
"300050000","00503781","LETER T PVC 2"" X 3"" RUCIKA","","","","",
"300050000","00503782","SENAI RUPA2 UKURAN","","","","",
"300050000","00503783","STOP KRAN 1½"" KIT","","","","",
"300050000","00503784","LETER T 1/2"" BESI","","","","",
"300050000","00503785","V SOCK 1 1/2"" X 2"" PVC","","","","",
"300050000","00503786","V SOCK 1.5""","","","","",
"300050000","00503787","DOP BESI 2","","","","",
"300050000","00503788","LETER T PVC 1 1/2"" X 1/2""","","","","",
"300050000","00503789","V SOCK PVC 1"" X 1/2"" RUCIKA","","","","",
"300050000","00503790","SOCK H 3126","","","","",
"300050000","00503791","KENI DRAT DALAM PVC 1/2"" RUCIKA","","","","",
"300050000","00503792","SOCK PVC 5"" WAVIN AW","","","","",
"300050000","00503793","V SOCK PVC 3/4"" X 1/2"" RUCIKA","","","","",
"300050000","00503794","PIPA PVC 4""","","","","",
"300050000","00503795","LETER T PVC 3/4"" RUCIKA","","","","",
"300050000","00503796","KNIE PVC 3/4"" RUCIKA","","","","",
"300050000","00503797","LEM PVC ISARPLASH @ 450 ML","","","","",
"300050000","00503798","FLEXIBLE AIR PANAS DU-PON","","","","",
"300050000","00503799","KRAN SOWER","","","","",
"300050000","00503800","WASTAPEL ALUMUNIUM","","","","",
"300050000","00503801","KRAN HAND SOWER CHETI","","","","",
"300050000","00503802","STOP KRAN","","","","",
"300050000","00503803","TIKUD","","","","",
"300050000","00503804","BAKI KAYU BESAR","","","","",
"300050000","00503805","EMBER KAP.10 LITER LS","","","","",
"300050000","00503806","EMBER JUMBO","","","","",
"300050000","00503807","EMBER UK 30 LTR","","","","",
"300050000","00503808","EMBER KECIL LION STAR","","","","",
"300050000","00503809","KURSI","","","","",
"300050000","00503810","PANCIR","","","","",
"300050000","00503811","PISAU KENTANG","","","","",
"300050000","00503812","KACA CERMIN 5 MM","","","","",
"300050000","00503813","JOLANG PLASTIK SEDANG","","","","",
