"kodeunit","kodeproduk","namaproduk","kodebarang","namabarang","kodesatuan","namasatuan","nourut","qty","norek","MinimumStock",
"29","8992829101195","Teh Hitam Celup Dc Walini KLasik-Amplop 2 g","02100319","TEA TAG WALINI SINGLE CLASSIC MAISA","31","PCS","004","55550","605040000","0",
"29","8992829101195","Teh Hitam Celup Dc Walini KLasik-Amplop 2 g","02100362","AMPLOP TC HITAM WALINI KLASIK","31","PCS","005","55555","605040000","0",
"29","8992829101195","Teh Hitam Celup Dc Walini KLasik-Amplop 2 g","02100409","KARTON TC WALINI KLASIK ALL VARIAN","31","PCS","006","111","605040000","0",
"29","8992829101195","Teh Hitam Celup Dc Walini KLasik-Amplop 2 g","02100298","SEALTAPE 2'","15","ROLL","007","1,11","605040000","0",
"29","8992829101195","Teh Hitam Celup Dc Walini KLasik-Amplop 2 g","02000295","TEH PD SUKAWANA","01","KILOGRAM","010","9,999","605080000","0",
"29","8992829107702","Teh Susu Instan Walini-Dus 100 g (5 x 20 g)","02000285","NON DAIRY CREAMER UTK WALINI","01","KILOGRAM","004","30","605080000","0",
"29","8992829107702","Teh Susu Instan Walini-Dus 100 g (5 x 20 g)","02000203","SUSU BUBUK UTK WALINI","01","KILOGRAM","005","15","605080000","0",
"29","8992829112255","Teh Hitam Seduh Gunung Mas-Bungkus 100 g (200 x 100 g)","02000118","TEH BT MALABAR","01","KILOGRAM","011","10","605080000","0",
"29","8992829110039","Teh Hitam Celup SC Goalpara IHT-Sachet 10 g (5 TB X 2 G)","02100185","FILTER PAPER 125 MM","01","KILOGRAM","001","5,5","605040000","0",
"29","8992829107702","Teh Susu Instan Walini-Dus 100 g (5 x 20 g)","02000204","SUCRALOSE","01","KILOGRAM","006","0,04","605080000","0",
"29","8992829110039","Teh Hitam Celup SC Goalpara IHT-Sachet 10 g (5 TB X 2 G)","02100228","BENANG 20/3","01","KILOGRAM","002","1","605040000","0",
"29","8992829110039","Teh Hitam Celup SC Goalpara IHT-Sachet 10 g (5 TB X 2 G)","02100233","LEM PC 2358 E UNTUK MAISA","01","KILOGRAM","003","0,2917","605040000","0",
"29","8992829110039","Teh Hitam Celup SC Goalpara IHT-Sachet 10 g (5 TB X 2 G)","02100350","TEA TAG GOALPARA MAISA DESAIN 2016","31","PCS","004","50000","605040000","0",
"29","8992829110039","Teh Hitam Celup SC Goalpara IHT-Sachet 10 g (5 TB X 2 G)","02100341","PLASTIK SACHET GOALPARA TC 5S","15","ROLL","005","1,2","605040000","0",
"29","8992829110039","Teh Hitam Celup SC Goalpara IHT-Sachet 10 g (5 TB X 2 G)","02100380","KARTON GOALPARA HITAM CELUP ALL VARIANT","31","PCS","006","34,72","605040000","0",
"29","8992829110039","Teh Hitam Celup SC Goalpara IHT-Sachet 10 g (5 TB X 2 G)","02100298","SEALTAPE 2'","15","ROLL","007","0,8698","605040000","0",
"29","8992829110039","Teh Hitam Celup SC Goalpara IHT-Sachet 10 g (5 TB X 2 G)","02000010","TEH FANN II MAL","01","KILOGRAM","008","50","605080000","0",
"29","8992829110039","Teh Hitam Celup SC Goalpara IHT-Sachet 10 g (5 TB X 2 G)","02000329","TEH DUST II MALABAR","01","KILOGRAM","009","10","605080000","0",
"29","8992829110039","Teh Hitam Celup SC Goalpara IHT-Sachet 10 g (5 TB X 2 G)","02000024","TEH PF II MALABAR","01","KILOGRAM","010","10","605080000","0",
"29","8992829110039","Teh Hitam Celup SC Goalpara IHT-Sachet 10 g (5 TB X 2 G)","02000327","TEH DUST II WAN","01","KILOGRAM","011","10","605080000","0",
"29","8992829110039","Teh Hitam Celup SC Goalpara IHT-Sachet 10 g (5 TB X 2 G)","02000209","TEH FANN SUKAWANA","01","KILOGRAM","012","20","605080000","0",
"29","8992829112206","Teh Hitam Seduh Gunung Mas-Bungkus 50 g (280 x 50 g)","02100309","KERTAS PEMBUNGKUS GUNUNG MAS 50 GR","31","PCS","001","2000","605040000","0",
"29","8992829112206","Teh Hitam Seduh Gunung Mas-Bungkus 50 g (280 x 50 g)","02100397","KARTON GUNUNG MAS HITAM SEDUH ALL VARIAN","31","PCS","002","7,14","605040000","0",
"29","8992829112206","Teh Hitam Seduh Gunung Mas-Bungkus 50 g (280 x 50 g)","02100316","PLASTIK GUNUNG MAS 50 GRAM","01","KILOGRAM","003","0,3321","605040000","0",
"29","8992829112206","Teh Hitam Seduh Gunung Mas-Bungkus 50 g (280 x 50 g)","02100234","LEM INWOOD","01","KILOGRAM","004","0,11","605040000","0",
"29","8992829112206","Teh Hitam Seduh Gunung Mas-Bungkus 50 g (280 x 50 g)","02100298","SEALTAPE 2'","15","ROLL","005","0,2643","605040000","0",
"29","8992829112202","Teh Hitam Celup SC Netral-Plastik 0,925 Kg (500 TB x 1.85 kg)","02000329","TEH DUST II MALABAR","01","KILOGRAM","001","67","605080000","0",
"29","8992829111145","Teh Hitam Seduh Goalpara 100 g-Bungkus 100 g (72 x 100 g)","02100376","KARTON GOALPARA SEDUH ALL VARIANT","31","PCS","001","13,8","605040000","0",
"29","8992829111145","Teh Hitam Seduh Goalpara 100 g-Bungkus 100 g (72 x 100 g)","02100360","PLASTIK BAL GOALPARA SEDUH MASINAL 100 GR","01","KILOGRAM","002","0,8319","605040000","0",
"29","8992829111145","Teh Hitam Seduh Goalpara 100 g-Bungkus 100 g (72 x 100 g)","02100298","SEALTAPE 2'","15","ROLL","003","0,2597","605040000","0",
"29","8992829111145","Teh Hitam Seduh Goalpara 100 g-Bungkus 100 g (72 x 100 g)","02100236","SEALTAPE 0,5 INCI","15","ROLL","004","1,0361","605040000","0",
"29","8992829111145","Teh Hitam Seduh Goalpara 100 g-Bungkus 100 g (72 x 100 g)","02100347","METALIZED ROLL GOALPARA SEDUH 100 GRAM","15","ROLL","005","0,1903","605040000","0",
"29","8992829111145","Teh Hitam Seduh Goalpara 100 g-Bungkus 100 g (72 x 100 g)","02000208","TEH BM MALABAR","01","KILOGRAM","006","1","605080000","0",
"29","8992829107702","Teh Susu Instan Walini-Dus 100 g (5 x 20 g)","02100075","POLYCELONIUM STRIP WALINI INSTAN SUSU","15","ROLL","007","1,05","605040000","0",
"29","8992829117772","Teh Hitam seduh Malabar BOPF-Paper Kraft 500 g","02100422","PAPER CRAFT","31","PCS","001","200","605040000","0",
"29","8992829117772","Teh Hitam seduh Malabar BOPF-Paper Kraft 500 g","02000109","TEH BOPF MALABAR","01","KILOGRAM","002","100","605080000","0",
"29","8992829117772","Teh Hitam seduh Malabar BOPF-Paper Kraft 500 g","02100233","LEM PC 2358 E UNTUK MAISA","01","KILOGRAM","003","0,35","605040000","0",
"29","8992829107702","Teh Susu Instan Walini-Dus 100 g (5 x 20 g)","02100086","DUS WALINI TEH INSTAN SUSU","31","PCS","008","1000","605040000","0",
"29","8992829107702","Teh Susu Instan Walini-Dus 100 g (5 x 20 g)","02100028","OPP LEBAR 200 MM","01","KILOGRAM","009","1,916","605040000","0",
"29","8992829107702","Teh Susu Instan Walini-Dus 100 g (5 x 20 g)","02000286","MAGNESIUM KARBONAT (MGCO3)","01","KILOGRAM","010","0,5","605080000","0",
"29","8992829111131","Teh Hitam Seduh Goalpara IHT-Bungkus 100 g (120 x 100 g)","02100376","KARTON GOALPARA SEDUH ALL VARIANT","31","PCS","001","100","605040000","0",
"29","8992829111131","Teh Hitam Seduh Goalpara IHT-Bungkus 100 g (120 x 100 g)","02100360","PLASTIK BAL GOALPARA SEDUH MASINAL 100 GR","01","KILOGRAM","002","7,083","605040000","0",
"29","8992829111131","Teh Hitam Seduh Goalpara IHT-Bungkus 100 g (120 x 100 g)","02100298","SEALTAPE 2'","15","ROLL","003","2","605040000","0",
"29","8992829117783","Teh Lemon DPE - Bks 1 KG","02100451","METALIZED POLOS KEMASAN 1 KG","31","PCS","004","100","605040000","0",
"29","8992829110037","Teh Hitam Celup SC Goalpara -Dus 50 g (25 TB x 2 g)","02100185","FILTER PAPER 125 MM","01","KILOGRAM","001","5,5","605040000","0",
"29","8992829110037","Teh Hitam Celup SC Goalpara -Dus 50 g (25 TB x 2 g)","02100228","BENANG 20/3","01","KILOGRAM","002","1","605040000","0",
"29","8992829110037","Teh Hitam Celup SC Goalpara -Dus 50 g (25 TB x 2 g)","02100233","LEM PC 2358 E UNTUK MAISA","01","KILOGRAM","003","0,715","605040000","0",
"29","8992829110037","Teh Hitam Celup SC Goalpara -Dus 50 g (25 TB x 2 g)","02100350","TEA TAG GOALPARA MAISA DESAIN 2016","31","PCS","004","50000","605040000","0",
"29","8992829110037","Teh Hitam Celup SC Goalpara -Dus 50 g (25 TB x 2 g)","02100320","DOOS TC GOALPARA 25S","31","PCS","005","2000","605040000","0",
"29","8992829110037","Teh Hitam Celup SC Goalpara -Dus 50 g (25 TB x 2 g)","02100380","KARTON GOALPARA HITAM CELUP ALL VARIANT","31","PCS","006","41,667","605040000","0",
"29","8992829110037","Teh Hitam Celup SC Goalpara -Dus 50 g (25 TB x 2 g)","02100298","SEALTAPE 2'","15","ROLL","007","0,825","605040000","0",
"29","8992829110037","Teh Hitam Celup SC Goalpara -Dus 50 g (25 TB x 2 g)","02000307","TEH FANN II SEDEP","01","KILOGRAM","008","50","605080000","0",
"29","8992829110037","Teh Hitam Celup SC Goalpara -Dus 50 g (25 TB x 2 g)","02000329","TEH DUST II MALABAR","01","KILOGRAM","009","10","605080000","0",
"29","8992829110037","Teh Hitam Celup SC Goalpara -Dus 50 g (25 TB x 2 g)","02000024","TEH PF II MALABAR","01","KILOGRAM","010","10","605080000","0",
"29","8992829110037","Teh Hitam Celup SC Goalpara -Dus 50 g (25 TB x 2 g)","02000209","TEH FANN SUKAWANA","01","KILOGRAM","011","20","605080000","0",
"29","8992829110037","Teh Hitam Celup SC Goalpara -Dus 50 g (25 TB x 2 g)","02000327","TEH DUST II WAN","01","KILOGRAM","012","10","605080000","0",
"29","8992829110037","Teh Hitam Celup SC Goalpara -Dus 50 g (25 TB x 2 g)","01405495","LEM KLIKLOK","01","KILOGRAM","013","0,858","605040000","0",
"29","8992829110037","Teh Hitam Celup SC Goalpara -Dus 50 g (25 TB x 2 g)","02100325","TEA TAG GOALPARA MESIN TECNO","31","PCS","014","50000","605040000","0",
"29","8992829110037","Teh Hitam Celup SC Goalpara -Dus 50 g (25 TB x 2 g)","02100326","DOOS GOALPARA 25S MESIN TECNO","31","PCS","015","2000","605040000","0",
"29","8992829110037","Teh Hitam Celup SC Goalpara -Dus 50 g (25 TB x 2 g)","02100230","OPP LEBAR 210 MM","01","KILOGRAM","016","1,99","605040000","0",
"29","8992829110037","Teh Hitam Celup SC Goalpara -Dus 50 g (25 TB x 2 g)","02100438","OPP LEBAR 245 MM","01","KILOGRAM","017","1,99","605040000","0",
"29","8992829117786","Teh Hitam Seduh Malabar BOPF-Paper Kraft 100 gr","02000109","TEH BOPF MALABAR","01","KILOGRAM","001","100","605080000","0",
"29","8992829117786","Teh Hitam Seduh Malabar BOPF-Paper Kraft 100 gr","01200761","PAPER CRAFT","31","PCS","002","200","605040000","0",
"29","8992829117786","Teh Hitam Seduh Malabar BOPF-Paper Kraft 100 gr","02100233","LEM PC 2358 E UNTUK MAISA","01","KILOGRAM","003","0,7","605040000","0",
"29","8992829100024","Teh Wangi Klasik Celup SC Walini-Dus 45 g (25 TB x 1,8 g)","02100228","BENANG 20/3","01","KILOGRAM","002","1,11","605040000","0",
"29","8992829112200","Teh Hitam Celup SC SP Gunung Mas-Dus 1.11 Kg (25 TB x 1.85 g)","02100233","LEM PC 2358 E UNTUK MAISA","01","KILOGRAM","003","0,776","605040000","0",
"29","8992829112200","Teh Hitam Celup SC SP Gunung Mas-Dus 1.11 Kg (25 TB x 1.85 g)","02100275","TAG S.P GUNUNG MAS","31","PCS","004","55550","605040000","0",
"29","8992829112200","Teh Hitam Celup SC SP Gunung Mas-Dus 1.11 Kg (25 TB x 1.85 g)","02100277","DUS TC GUNUNG MAS","31","PCS","005","2163","605040000","0",
"29","8992829112200","Teh Hitam Celup SC SP Gunung Mas-Dus 1.11 Kg (25 TB x 1.85 g)","02100323","KARTON GUNUNG MAS SP","31","PCS","006","90,125","605040000","0",
"29","8992829112200","Teh Hitam Celup SC SP Gunung Mas-Dus 1.11 Kg (25 TB x 1.85 g)","02100298","SEALTAPE 2'","15","ROLL","007","0,8922","605040000","0",
"29","8992829112200","Teh Hitam Celup SC SP Gunung Mas-Dus 1.11 Kg (25 TB x 1.85 g)","02000225","TEH PF II TANAWATTEE","01","KILOGRAM","008","33","605080000","0",
"29","8992829112200","Teh Hitam Celup SC SP Gunung Mas-Dus 1.11 Kg (25 TB x 1.85 g)","02000329","TEH DUST II MALABAR","01","KILOGRAM","009","67","605080000","0",
"29","8992829112200","Teh Hitam Celup SC SP Gunung Mas-Dus 1.11 Kg (25 TB x 1.85 g)","02100230","OPP LEBAR 210 MM","01","KILOGRAM","010","1,08","605040000","0",
"29","8992829112200","Teh Hitam Celup SC SP Gunung Mas-Dus 1.11 Kg (25 TB x 1.85 g)","02100028","OPP LEBAR 200 MM","01","KILOGRAM","011","1,08","605040000","0",
"29","8992829100027","Teh Leci Celup Walini Klasik Amplop- Dus 45 g (25 TB x 18 g)","02100233","LEM PC 2358 E UNTUK MAISA","01","KILOGRAM","003","0,714","605040000","0",
"29","8992829100027","Teh Leci Celup Walini Klasik Amplop- Dus 45 g (25 TB x 18 g)","02100427","AMPLOP TC LECI WALINI KLASIK","31","PCS","004","55575","605040000","0",
"29","8992829100027","Teh Leci Celup Walini Klasik Amplop- Dus 45 g (25 TB x 18 g)","02100298","SEALTAPE 2'","15","ROLL","005","1,11","605040000","0",
"29","8992829100027","Teh Leci Celup Walini Klasik Amplop- Dus 45 g (25 TB x 18 g)","02100228","BENANG 20/3","01","KILOGRAM","006","1,28","605040000","0",
"29","8992829100027","Teh Leci Celup Walini Klasik Amplop- Dus 45 g (25 TB x 18 g)","02100429","DUS TC WALINI LECI KLASIK 25'S AMPLOP","31","PCS","007","2223","605040000","0",
"29","8992829100027","Teh Leci Celup Walini Klasik Amplop- Dus 45 g (25 TB x 18 g)","02100331","KARTON TC WALINI HITAM KLASIK AMPLOP","31","PCS","008","46,29","605040000","0",
"29","8992829100027","Teh Leci Celup Walini Klasik Amplop- Dus 45 g (25 TB x 18 g)","02100185","FILTER PAPER 125 MM","01","KILOGRAM","009","6,11","605040000","0",
"29","8992829100027","Teh Leci Celup Walini Klasik Amplop- Dus 45 g (25 TB x 18 g)","02100319","TEA TAG WALINI SINGLE CLASSIC MAISA","31","PCS","010","55575","605040000","0",
"29","8992829100027","Teh Leci Celup Walini Klasik Amplop- Dus 45 g (25 TB x 18 g)","02100388","OPP LEBAR 230 MM","01","KILOGRAM","011","3,11111","605040000","0",
"29","8992829100027","Teh Leci Celup Walini Klasik Amplop- Dus 45 g (25 TB x 18 g)","02000196","FLAVOUR KERING LECI UTK WALINI","01","KILOGRAM","012","5","605080000","0",
"29","8992829100020","Teh Hitam Celup Walini Klasik Amplop-Dus 45 g (25 TB x 1,8 g)","02000125","TEH PF I SUKAWANA","01","KILOGRAM","001","5","605080000","0",
"29","8992829100020","Teh Hitam Celup Walini Klasik Amplop-Dus 45 g (25 TB x 1,8 g)","02000325","TEH PD SPERATA","01","KILOGRAM","002","10","605080000","0",
"29","8992829100020","Teh Hitam Celup Walini Klasik Amplop-Dus 45 g (25 TB x 1,8 g)","02000313","TEH DUST SEDEP","01","KILOGRAM","003","25","605080000","0",
"29","8992829100020","Teh Hitam Celup Walini Klasik Amplop-Dus 45 g (25 TB x 1,8 g)","02000001","TEH DUST I LIN","01","KILOGRAM","004","60","605080000","0",
"29","8992829100020","Teh Hitam Celup Walini Klasik Amplop-Dus 45 g (25 TB x 1,8 g)","02100233","LEM PC 2358 E UNTUK MAISA","01","KILOGRAM","005","0,714","605040000","0",
"29","8992829100020","Teh Hitam Celup Walini Klasik Amplop-Dus 45 g (25 TB x 1,8 g)","02100362","AMPLOP TC HITAM WALINI KLASIK","31","PCS","006","55575","605040000","0",
"29","8992829100020","Teh Hitam Celup Walini Klasik Amplop-Dus 45 g (25 TB x 1,8 g)","02100298","SEALTAPE 2'","15","ROLL","007","1,11","605040000","0",
"29","8992829100020","Teh Hitam Celup Walini Klasik Amplop-Dus 45 g (25 TB x 1,8 g)","02100228","BENANG 20/3","01","KILOGRAM","008","1,28","605040000","0",
"29","8992829100020","Teh Hitam Celup Walini Klasik Amplop-Dus 45 g (25 TB x 1,8 g)","02100332","DUS TC WALINI HITAM KLASIK AMPLOP","31","PCS","009","2223","605040000","0",
"29","8992829100020","Teh Hitam Celup Walini Klasik Amplop-Dus 45 g (25 TB x 1,8 g)","02100331","KARTON TC WALINI HITAM KLASIK AMPLOP","31","PCS","010","46,29","605040000","0",
"29","8992829100020","Teh Hitam Celup Walini Klasik Amplop-Dus 45 g (25 TB x 1,8 g)","02100185","FILTER PAPER 125 MM","01","KILOGRAM","011","6,11","605040000","0",
"29","8992829100020","Teh Hitam Celup Walini Klasik Amplop-Dus 45 g (25 TB x 1,8 g)","02100319","TEA TAG WALINI SINGLE CLASSIC MAISA","31","PCS","012","55575","605040000","0",
"29","8992829100020","Teh Hitam Celup Walini Klasik Amplop-Dus 45 g (25 TB x 1,8 g)","02100437","OPP LEBAR 220 MM","01","KILOGRAM","013","1,28","605040000","0",
"29","8992829100029","Teh Hitam Celup Walini Reguler-Dus 45 g (25 TB x 1,8 g)","02000221","TEH FANN WALINI","01","KILOGRAM","001","70","605080000","0",
"29","8992829100029","Teh Hitam Celup Walini Reguler-Dus 45 g (25 TB x 1,8 g)","02000024","TEH PF II MALABAR","01","KILOGRAM","002","30","605080000","0",
"29","8992829100029","Teh Hitam Celup Walini Reguler-Dus 45 g (25 TB x 1,8 g)","02100233","LEM PC 2358 E UNTUK MAISA","01","KILOGRAM","003","0,714","605040000","0",
"29","8992829100029","Teh Hitam Celup Walini Reguler-Dus 45 g (25 TB x 1,8 g)","02100298","SEALTAPE 2'","15","ROLL","004","1,11","605040000","0",
"29","8992829100029","Teh Hitam Celup Walini Reguler-Dus 45 g (25 TB x 1,8 g)","02100228","BENANG 20/3","01","KILOGRAM","005","1,28","605040000","0",
"29","8992829100029","Teh Hitam Celup Walini Reguler-Dus 45 g (25 TB x 1,8 g)","02100409","KARTON TC WALINI KLASIK ALL VARIAN","31","PCS","006","46,29","605040000","0",
"29","8992829100029","Teh Hitam Celup Walini Reguler-Dus 45 g (25 TB x 1,8 g)","02100185","FILTER PAPER 125 MM","01","KILOGRAM","007","6,11","605040000","0",
"29","8992829100029","Teh Hitam Celup Walini Reguler-Dus 45 g (25 TB x 1,8 g)","02100096","TEA TAG WALINI SINGLE CHAMBER MAISA","31","PCS","008","55575","605040000","0",
"29","8992829100029","Teh Hitam Celup Walini Reguler-Dus 45 g (25 TB x 1,8 g)","02100230","OPP LEBAR 210 MM","01","KILOGRAM","009","1,28","605040000","0",
"29","8992829100029","Teh Hitam Celup Walini Reguler-Dus 45 g (25 TB x 1,8 g)","02100012","METALIZING BAG utk TC WALINI","31","PCS","010","2223","605040000","0",
"29","8992829100029","Teh Hitam Celup Walini Reguler-Dus 45 g (25 TB x 1,8 g)","02100444","DUS TC WALINI HITAM REBORN","31","PCS","011","2223","605040000","0",
